"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"68142","1.0","455","[""ENVST""]","19","""12/999""","[""IST""]","","[""John D. Schade""]","""1/999""","100","[""RNS 190"", ""RNS 190""]","26","""Intro: Env Studies""","137","false","","2","""1/999""","""5/999""","""O""","20092","[""M-F 0800-1000"", ""M-F 0100-0300PM""]","""Introduction to Environmental Studies""","""Research""","2009"
"68143","1.0","97","[""ASIAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68144","1.0","252","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68145","1.0","285","[""ECON""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68146","1.0","307","[""CSCI""]","1","""0/999""","","","[""Olaf A. Hall-Holt""]","""0/999""","300","","999","""IR/Computer Vision""","398","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68147","1.0","378","[""DANCE""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68148","1.0","496","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68149","1.0","551","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68150","1.0","647","[""HSPST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68151","1.0","657","[""FAMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68152","1.0","710","[""ID""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68153","1.0","726","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68154","1.0","789","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68155","1.0","798","[""MEDIA""]","1","""0/999""","","","[""William Sonnega""]","""0/999""","300","","999","""IR/Vocation Env St Media""","398","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68156","1.0","937","[""NORW""]","1","""0/999""","","","[""Solveig Zempel""]","""1/999""","300","","999","""IR/Norwegian Math History""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68157","1.0","963","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68158","1.0","1068","[""ESTH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68159","1.0","1152","[""PSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68160","1.0","1190","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68161","1.0","1355","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68162","1.0","1373","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68163","1.0","1414","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68164","1.0","1480","[""WMNST""]","1","""0/999""","","","[""Judy Kutulas""]","""0/999""","300","","999","""IR/Gender and Filmmaking""","398","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68165","1.0","1489","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68166","1.0","15","[""AMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68167","1.0","475","[""IDFA""]","","","","","[""Staff""]","","300","","","""IR/""","398","false","","2","","","""O""","20092","","","""Research""","2009"
"68168","1.0","767","[""MATH""]","1","""0/999""","","","[""Mike Weimerskirch""]","""0/999""","300","","999","""IR/Combinatorial Games""","398","false","","2","""0/999""","""1/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68169","1.0","18615","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68170","1.0","18619","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68171","1.0","671","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68172","1.0","791","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68173","1.0","1285","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68174","1.0","451","[""ENGL""]","1","""0/999""","","","[""Molly Westerman""]","""0/999""","300","","999","""IR/Reading the Raj""","398","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68175","1.0","467","[""ENVST""]","1","""0/999""","","","[""Paul T. Jackson""]","""0/999""","300","","999","""IR/Synthesizing Project""","398","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68176","1.0","345","[""EDUC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68180","1.0","642","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68181","1.0","236","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68182","1.0","75","[""ART""]","1","""0/999""","","","[""Guido Alvarez""]","""1/999""","300","","999","""IR/Advanced New Media""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research: Art History""","""Research""","2009"
"68183","1.0","175","[""BIO""]","1","""0/999""","","","[""Kathleen L. Shea""]","""1/999""","300","","999","""IR/Root/Foliar Biomass""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68184","1.0","530","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68185","1.0","692","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68186","1.0","993","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68187","1.0","1320","[""SOAN""]","1","""0/999""","","","[""Christopher L. Chiappari""]","""1/999""","300","","999","""IR/Rural Brain Drain""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68188","1.0","866","[""MUSIC""]","1","""0/999""","[""WRI""]","","[""John Ferguson""]","""0/999""","300","","999","""IR/Transcribing for Organ""","398","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68189","1.0","1101","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68190","1.0","223","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68192","1.0","1280","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68193","1.0","1401","[""THEAT""]","1","""0/999""","[""WRI""]","","[""William Sonnega""]","""1/999""","300","","999","""IR/Playwriting""","398","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68194","1.0","920","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68195","1.0","1257","[""REL""]","1","""0/999""","","","[""Torin D. Alexander""]","""0/999""","300","","999","""IR/Religion and Dance""","398","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"68201","1.0","205","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68202","1.0","234","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68203","1.0","249","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68204","1.0","277","[""ECON""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68205","1.0","300","[""CSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68206","1.0","375","[""DANCE""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68207","1.0","434","[""ENGL""]","2","""0/999""","","","[""Colin Wells""]","""0/999""","200","[""RNS 124""]","999","""IS/Austen and Pop Culture""","298","false","","2","""2/999""","""0/999""","""O""","20092","[""M-F 1040-1240PM""]","""Independent Study""","""Research""","2009"
"68208","1.0","465","[""ENVST""]","2","""0/999""","[""WRI""]","","[""James Farrell""]","""2/999""","200","","999","""IS/Environmental Writing""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68209","1.0","491","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68210","1.0","523","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68211","1.0","544","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68212","1.0","644","[""HSPST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68213","1.0","708","[""ID""]","1","""0/999""","[""WRI""]","","[""Susan Bauer""]","""0/999""","200","","999","""IS/Contperspon Yoga""","298","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68214","1.0","717","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68215","1.0","785","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68216","1.0","796","[""MEDIA""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68217","1.0","918","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68218","1.0","932","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68219","1.0","1058","[""ESTH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68220","1.0","1091","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68221","1.0","1141","[""PSCI""]","1","""0/999""","","","[""Anthony Lott""]","""0/999""","200","","999","""IS/Human Trafficking Euro""","298","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68222","1.0","1276","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68223","1.0","1342","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68224","1.0","1410","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68225","1.0","1478","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68226","1.0","1487","[""ARMS""]","1","""0/999""","","","[""Abdulai Iddrisu""]","""1/999""","200","","999","""IS/Islam & Am. Experience""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68227","1.0","12","[""AMST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68228","1.0","472","[""IDFA""]","","","","","[""Staff""]","","200","","","""IS/""","298","false","","2","","","""O""","20092","","","""Research""","2009"
"68229","1.0","18613","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68230","1.0","18617","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68231","1.0","669","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68232","1.0","18621","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68233","1.0","1283","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68234","1.0","1179","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68236","1.0","69","[""ART""]","1","""0/999""","","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Mixed Media Painting""","298","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68238","1.0","986","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68239","1.0","847","[""MUSIC""]","1","""0/999""","","","[""Kathryn Ananda-Owens""]","""0/999""","200","","999","""IS/Practice Practicum""","298","false","","2","""0/999""","""1/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68240","1.0","625","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68241","1.0","1367","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68243","1.0","752","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68246","1.0","1395","[""THEAT""]","1","""0/999""","","","[""Dona W. Freeman""]","""0/999""","200","","999","""IS/Audition Technique""","298","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68250","1.0","94","[""ASIAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68252","1.0","687","[""IS""]","1","""0/999""","[""WRI""]","","[""David Hagedorn""]","""1/999""","200","","999","""IS/Cellos/Indie Folk Rock""","298","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68254","1.0","1239","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68255","1.0","943","[""NURS""]","1","""0/999""","","","[""Mary Kuehn""]","""0/999""","200","","999","""IS/Nurse Educator Role""","298","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68257","1.0","654","[""FAMST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68258","1.0","154","[""BIO""]","1","""0/999""","[""WRI""]","","[""John Giannini""]","""0/999""","200","","999","""IS/Dmelanogastr Immun Sys""","298","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68260","1.0","314","[""EDUC""]","1","""0/999""","","","[""Maria L. Kelly""]","""0/999""","200","","999","""IS/Pre-K Music Education""","298","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68263","1.0","1316","[""SOAN""]","1","""0/999""","","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""IS/Aging: In Context""","298","false","","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"68272","1.0","80","[""ASIAN""]","10","""4/8""","[""MCG""]","","[""Rika Ito""]","""2/2""","100","[""OM 031""]","14","""Japanese Lang/Society""","126","false","","2","""1/2""","""3/2""","""O""","20092","[""M-F 0100-0300PM""]","""Japanese Language in Society""","""Research""","2009"
"68274","1.0","19743","[""PHIL""]","19","""0/0""","[""EIN"", ""WRI""]","","[""Jeanine Grenberg""]","""8/7""","200","[""BMC 109""]","18","""Kant's Moral Theory""","260","false","","2","""11/999""","""0/0""","""C""","20092","[""M-F 1040-1240PM""]","""Kant's Moral Theory in Literature and Film""","""Research""","2009"
"68280","1.0","48","[""ART""]","18","""0/999""","","","[""John Saurer""]","""5/999""","200","","18","""Manhattan Art Interim""","246","false","","2","""8/999""","""5/999""","""C""","20092","","""Manhattan Interim in New York City""","""Research""","2009"
"68281","1.0","765","[""MATH""]","15","""0/0""","[""ORC""]","","[""Urmila S. Malvadkar"", ""Steven McKelvey""]","""0/999""","300","[""RNS 297"", ""RNS 297"", ""RNS 297""]","15","""Mathematics Practicum""","390","false","","2","""15/999""","""0/999""","""C""","20092","[""M-F 0900-1000"", ""M-F 1040-1240PM"", ""M-F 0100-0500PM""]","","""Research""","2009"
"68282","1.0","19727","[""ASIAN""]","18","""0/999""","[""ALS-L"", ""MCG"", ""WRI""]","","[""Luying Chen""]","""6/999""","200","[""OM 011""]","24","""Modern Chinese Lit & Soc""","237","false","","2","""5/999""","""7/999""","""O""","20092","[""M-F 0100-0300PM""]","""Modern Chinese Literature and Society""","""Research""","2009"
"68283","1.0","1303","[""SOAN""]","21","""4/5""","[""HBS"", ""MCG""]","","[""Thomas A. Williamson""]","""3/999""","200","[""HH 302""]","18","""Modern Southeast Asia""","239","false","","2","""10/999""","""4/999""","""C""","20092","[""M-F 1040-0100PM""]","","""Research""","2009"
"68285","1.0","338","[""EDUC""]","19","""0/0""","[""MCD""]","","[""Elizabeth A. Leer""]","""13/999""","300","","26","""Multi-Cult Ed Hawaii""","378","true","","2","""0/999""","""6/999""","""C""","20092","","""Multicultural Education in Hawaii: Seminar and Practicum""","""Research""","2009"
"68289","1.0","1086","[""PHYS""]","30","""1/0""","[""IST"", ""SED""]","1086","[""David Nitz""]","""7/999""","200","[""RNS 210""]","30","""Musical Acoustics""","252","false","","2","""4/999""","""18/999""","""C""","20092","[""M-F 0830-1000""]","","""Research""","2009"
"68290","0.0","1087","[""PHYS""]","30","""1/0""","","1086","[""David Nitz""]","""7/999""","200","[""RNS 293""]","30","""Musical Acoustics Lab""","252","false","","2","""4/999""","""18/999""","""C""","20092","[""M-F 0100-0330PM""]","","""Lab""","2009"
"68292","1.0","781","[""MGMT""]","19","""0/0""","[""ORC""]","","[""Sian E. Muir""]","""3/999""","200","[""HH 403""]","30","""New Venture Formulat""","257","false","","2","""4/999""","""12/999""","""O""","20092","[""M-F 1040-1240PM""]","""Entrepreneurship and New Venture Formulation""","""Research""","2009"
"68293","0.0","1322","[""INTD""]","0","""0/999""","","","[""Staff""]","""0/999""","100","","999","""No Interim""","100","false","","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"68300","1.0","939","[""NURS""]","69","""40/999""","[""IST""]","","[""Neil MacNaughton"", ""Mary Kuehn""]","""10/999""","100","[""HH 501""]","75","""Nutrition & Wellness""","110","false","","2","""12/999""","""7/999""","""C""","20092","[""M-F 1040-1240PM""]","""Nutrition and Wellness""","""Research""","2009"
"68302","1.0","805","[""MUSIC""]","16","""4/999""","[""ALS-A""]","","[""David Carter""]","""5/999""","100","[""CHM 232"", ""CHM 232""]","35","""Orchestral Music""","132","false","","2","""5/999""","""2/999""","""O""","20092","[""M-Th 0900-1000"", ""M-Th 1040-1200PM""]","","""Research""","2009"
"68303","1.0","215","[""CHEM""]","6","""0/0""","","","[""Wesley Pearson""]","""4/999""","300","[""RNS 300""]","12","""Organic Analys/Theory""","380","false","","2","""2/999""","""0/999""","""O""","20092","[""M-F 0800-1000""]","""Organic Analysis and Theory""","""Research""","2009"
"68304","1.0","198","[""CHEM""]","14","""0/999""","[""WRI""]","","[""Gary Miessler""]","""4/999""","200","[""RNS 435""]","16","""Organometallic Chem""","252","false","","2","""0/999""","""10/999""","""C""","20092","[""M-F 1040-1240PM""]","""Organometallic Chemistry""","""Research""","2009"
"68306","1.0","771","[""MGMT""]","30","""0/0""","","","[""Mary Ann Emery""]","""8/999""","200","[""HH 413"", ""HH 413"", ""HH 413""]","30","""Personal Finance""","231","false","","2","""19/999""","""3/999""","""C""","20092","[""MWF 0900-1000"", ""MWF 1040-1140"", ""MWF 0115-0230PM""]","","""Research""","2009"
"68308","1.0","148","[""BIO""]","16","""0/999""","","","[""David Van Wylen""]","""12/999""","200","","16","""Peruvian Medical Exp""","284","false","","2","""4/999""","""0/999""","""C""","20092","","""Peruvian Medical Experience""","""Research""","2009"
"68309","1.0","966","[""PHIL""]","19","""18/999""","[""ALS-L"", ""WRI""]","","[""Vicki L. Harper""]","""0/0""","100","[""OM 021""]","19","""Philosophy in Lit""","120","false","","2","""1/0""","""0/999""","""C""","20092","[""M-F 0100-0300PM""]","""Philosophy in Literature""","""Research""","2009"
"68312","1.0","19831","[""PSCI""]","25","""0/999""","[""HBS"", ""MCG""]","","[""J. Patrick Dale""]","""5/999""","200","","25","""Polit Identity Cent Euro""","240","false","","2","""7/999""","""13/999""","""C""","20092","","""Changing Political Identities in Coastal Central Europe""","""Research""","2009"
"68313","1.0","1387","[""THEAT""]","13","""1/999""","","","[""Karen Wilson""]","""5/999""","200","[""TB Haugen"", ""TB Haugen"", ""TB Haugen""]","18","""Prod Theater: Advanced""","234","true","","2","""3/999""","""4/999""","""C""","20092","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Producing Theater: Advanced""","""Research""","2009"
"68314","1.0","1380","[""THEAT""]","16","""14/999""","[""ALS-A""]","","[""Todd F. Edwards""]","""0/999""","100","[""TB Kelsey"", ""TB Kelsey"", ""TB Kelsey""]","18","""Prod Theater: Intro""","133","true","","2","""1/999""","""1/999""","""C""","20092","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Producing Theater: Introductory""","""Research""","2009"
"68316","1.0","532","[""GCON""]","19","""19/999""","[""BTS-B"", ""WRI""]","","[""David Booth""]","""0/999""","100","[""HH 514""]","19","""Romans & Christians""","115","false","""A""","2","""0/999""","""0/999""","""C""","20092","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2009"
"68317","1.0","532","[""GCON""]","21","""21/999""","[""BTS-B"", ""WRI""]","","[""Edward Langerak""]","""0/999""","100","[""HH 515""]","19","""Romans & Christians""","115","false","""B""","2","""0/999""","""0/999""","""C""","20092","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2009"
"68318","1.0","532","[""GCON""]","19","""19/999""","[""BTS-B"", ""WRI""]","","[""Karen E. Marsalek""]","""0/999""","100","[""HH 516""]","22","""Romans & Christians""","115","false","""C""","2","""0/999""","""0/999""","""C""","20092","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2009"
"68319","1.0","532","[""GCON""]","19","""19/999""","[""BTS-B"", ""WRI""]","","[""Karen Cherewatuk""]","""0/999""","100","[""OM 035""]","19","""Romans & Christians""","115","false","""D""","2","""0/999""","""0/999""","""C""","20092","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2009"
