"clbid","credits","crsid","departments","enrolled","firsties","gereqs","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"8176","1.0","846","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8177","1.0","847","[""MUSIC""]","1","""0/999""","","","[""Justin W. Merritt""]","""0/999""","200","","999","""IS/Composition Study""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8178","1.0","847","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8179","0.25","848","[""MUSIC""]","0","""0/999""","","","[""Anton Armstrong""]","""0/999""","200","","5","""Msm IS/Conducting""","299","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Topic""","2004"
"8180","0.25","848","[""MUSIC""]","0","""0/999""","","","[""Catherine R. Rodland""]","""0/999""","200","","5","""Msm IS/Worship Proj""","299","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Topic""","2004"
"8181","1.0","851","[""MUSIC""]","5","""0/999""","","","[""Timothy Mahr""]","""0/999""","300","[""CHM 232""]","12","""Composition II""","324","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8182","1.0","852","[""MUSIC""]","3","""0/999""","","","[""Timothy Mahr""]","""0/999""","300","[""CHM 232""]","10","""Composition III""","325","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8183","1.0","856","[""MUSIC""]","32","""0/999""","","","[""Alice Hanson""]","""0/999""","300","[""CHM 239""]","30","""Music of 20th Century""","344","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8184","1.0","857","[""MUSIC""]","11","""0/999""","","","[""Alice Hanson""]","""0/999""","300","[""CHM 233""]","30","""Top: St in Class Music""","345","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Topic""","2004"
"8185","0.5","858","[""MUSIC""]","12","""0/999""","","","[""Steven Amundson""]","""0/999""","300","[""CHM 138"", ""CHM 138""]","18","""Advanced Conducting""","354","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8186","0.5","858","[""MUSIC""]","20","""0/999""","","","[""Anton Armstrong""]","""0/999""","300","[""CHM 233"", ""CHM 233""]","18","""Advanced Conducting""","354","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8187","0.25","860","[""MUSIC""]","18","""0/999""","","","[""Alison Feldt""]","""0/999""","300","[""CHM 140""]","25","""Vocal Pedagogy""","364","false","","1","""0/999""","""0/999""","""O""","20041","[""MW 1255-0150PM""]","""Research""","2004"
"8188","0.25","861","[""MUSIC""]","6","""0/999""","","","[""Anton Armstrong""]","""0/999""","300","[""CHM 239""]","15","""Child-Adolescen Voice""","365","false","","1","""0/999""","""0/999""","""O""","20041","[""MW 1045-1140""]","""Research""","2004"
"8189","0.25","863","[""MUSIC""]","17","""0/999""","","","[""John Ferguson""]","""0/999""","300","[""CHM 140"", ""CHM 140""]","15","""Church Music Pract I""","391","false","","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8190","1.0","865","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8191","1.0","866","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8192","1.0","866","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8193","1.0","921","[""NORW""]","23","""19/999""","","","[""Nancy Aarsvold""]","""0/999""","100","[""OM 015""]","25","""Beginning Norwegian I""","111","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8194","1.0","921","[""NORW""]","24","""15/999""","","","[""Margaret H. O'Leary""]","""0/999""","100","[""OM 015""]","25","""Beginning Norwegian I""","111","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8195","1.0","921","[""NORW""]","22","""10/999""","","","[""Margaret H. O'Leary""]","""0/999""","100","[""OM 015""]","25","""Beginning Norwegian I""","111","false","""C""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8196","1.0","921","[""NORW""]","19","""16/999""","","","[""Nancy Aarsvold""]","""0/999""","100","[""OM 015""]","25","""Beginning Norwegian I""","111","false","""D""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8197","1.0","926","[""NORW""]","12","""1/999""","","","[""Anne G. Sabo""]","""0/999""","200","[""OM 011""]","25","""Intermed Norwegian I""","231","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8198","1.0","926","[""NORW""]","23","""0/999""","","","[""Nancy Aarsvold""]","""0/999""","200","[""OM 011""]","25","""Intermed Norwegian I""","231","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8199","1.0","926","[""NORW""]","23","""0/999""","","","[""Margaret H. O'Leary""]","""0/999""","200","[""OM 015""]","25","""Intermed Norwegian I""","231","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8200","1.0","928","[""NORW""]","9","""1/999""","","","[""Anne G. Sabo""]","""0/999""","200","[""OM 015"", ""OM 015""]","25","""Nordic Literature-Tr""","233","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8201","1.0","930","[""NORW""]","7","""2/999""","","","[""Solveig Zempel""]","""0/999""","200","[""OM 015"", ""OM 015""]","18","""Advanced Conv & Comp""","253","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8202","1.0","931","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8203","1.0","932","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8204","1.0","932","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8205","1.0","933","[""NORW""]","4","""0/999""","","","[""Anne G. Sabo""]","""0/999""","300","[""OM 011""]","18","""Norsk Lit Til 1890""","371","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8206","1.0","936","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8207","1.0","937","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8208","1.0","937","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8209","1.0","937","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8210","1.0","939","[""NURS""]","35","""4/4""","","","[""Robert Hauck""]","""0/5""","100","[""SAC 112"", ""SAC 112""]","30","""Nutrition & Wellness""","110","false","","1","""0/8""","""0/6""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8211","1.0","942","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8212","1.0","943","[""NURS""]","1","""0/999""","","","[""Judith Sateren""]","""0/999""","200","","999","""IS/Depression Aging""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8213","1.0","943","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8214","1.0","943","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8215","2.0","948","[""NURS""]","20","""0/999""","","","[""Carol H. Austin"", ""Diana Neal""]","""0/999""","300","[""HH 215"", ""HH 215""]","20","""Hlth Assess/Nurs Conc""","310","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855"", ""MWF 0905-1000""]","""Research""","2004"
"8216","1.0","949","[""NURS""]","20","""0/999""","","","[""Carol H. Austin"", ""Diana Neal""]","""0/999""","300","[""HH 215"", ""HH 215""]","20","""Application/Nurs Conc""","320","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140"", ""TTh 0730-0100PM""]","""Research""","2004"
"8217","2.0","953","[""NURS""]","21","""0/999""","","","[""Rita Glazebrook"", ""Mary Kuehn""]","""0/999""","300","[""SC 18"", ""SC 18""]","21","""Family Health""","350","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-0255PM"", ""TTh 0700-0330PM""]","""Research""","2004"
"8218","1.0","961","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8219","1.0","963","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8220","1.0","964","[""PHIL""]","22","""4/4""","","","[""Jennifer C. Manion""]","""0/0""","100","[""HH 515""]","20","""Making of Modern Mind""","118","false","""A""","1","""0/0""","""0/9""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8221","1.0","964","[""PHIL""]","21","""10/10""","","","[""Jennifer C. Manion""]","""0/0""","100","[""HH 515""]","20","""Making of Modern Mind""","118","false","""B""","1","""0/0""","""0/9""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8222","1.0","965","[""PHIL""]","27","""2/999""","","","[""Jeanine Grenberg""]","""0/999""","100","[""HH 515"", ""HH 515""]","22","""Moral Psychology""","119","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8223","1.0","965","[""PHIL""]","23","""0/999""","","","[""Jeanine Grenberg""]","""0/999""","100","[""HH 516""]","22","""Moral Psychology""","119","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8224","1.0","969","[""PHIL""]","22","""0/999""","","","[""Anthony J. Rudd""]","""0/999""","200","[""HH 516"", ""HH 516""]","22","""Kierkegaard""","233","false","","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8225","1.0","970","[""PHIL""]","27","""1/999""","","","[""Vicki L. Harper""]","""0/999""","200","[""OM 030""]","22","""Ancient & Medieval""","235","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8226","1.0","973","[""PHIL""]","22","""0/999""","","","[""Elizabeth C. Galbraith""]","""0/999""","200","[""SH 02"", ""SH 02""]","25","""Phil Theology""","241","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8227","1.0","973","[""PHIL""]","24","""0/999""","","","[""Elizabeth C. Galbraith""]","""0/999""","200","[""SH 02"", ""SH 02""]","25","""Phil Theology""","241","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8228","1.0","977","[""PHIL""]","24","""0/999""","","","[""Karen Gervais""]","""0/999""","200","[""HH 413"", ""HH 413""]","25","""Biomedical Ethics""","250","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8229","1.0","979","[""PHIL""]","22","""0/999""","","","[""Vicki L. Harper""]","""0/999""","200","[""OM 030"", ""OM 030""]","25","""Ethics/The Good Life""","252","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8230","1.0","979","[""PHIL""]","27","""0/999""","","","[""Vicki L. Harper""]","""0/999""","200","[""HH 301""]","25","""Ethics/The Good Life""","252","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8231","1.0","982","[""PHIL""]","22","""0/999""","","","[""Paola L. Kindred""]","""0/999""","200","[""HH 516""]","25","""Environmental Ethics""","257","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8232","1.0","982","[""PHIL""]","24","""0/999""","","","[""Paola L. Kindred""]","""0/999""","200","[""HH 516""]","25","""Environmental Ethics""","257","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8233","1.0","985","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8234","1.0","986","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8235","1.0","986","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8236","1.0","987","[""PHIL""]","12","""0/999""","","","[""Anthony J. Rudd""]","""0/999""","300","[""HH 516"", ""HH 516""]","15","""Studies: Epistemology""","371","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8237","1.0","990","[""PHIL""]","7","""0/999""","","","[""Jeanine Grenberg""]","""0/999""","300","[""HH 516"", ""HH 516""]","15","""St: 17th Cent Freedom""","374","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8238","1.0","992","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8239","1.0","993","[""PHIL""]","1","""0/999""","","","[""Charles Taliaferro""]","""0/999""","300","","999","""IR/Christian Progress""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8240","1.0","993","[""PHIL""]","1","""0/999""","","","[""Vicki L. Harper""]","""0/999""","300","","999","""IR/Christian Phil""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8241","1.0","993","[""PHIL""]","1","""0/999""","","","[""Vicki L. Harper""]","""0/999""","300","","999","""IR/Aristotle""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8242","1.0","993","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""C""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8243","1.0","993","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""D""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8244","1.0","993","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""E""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8245","1.0","993","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""F""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8246","1.0","993","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""G""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8247","1.0","993","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""H""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
