"clbid","credits","crsid","departments","enrolled","firsties","gereqs","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"8060","1.0","689","[""IS""]","1","""0/999""","","","[""Karen Wilson""]","""0/999""","300","","999","""Senior Project I""","391","true","""H""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8061","1.0","691","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8062","1.0","692","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8063","1.0","692","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8064","0.25","694","[""ID""]","4","""0/999""","","","[""Mary Walczak""]","""0/999""","200","","18","""Comm Science and Math""","230","true","","1","""0/999""","""0/999""","""C""","20041","","""Research""","2004"
"8066","1.0","707","[""ID""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8067","1.0","708","[""ID""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8068","1.0","709","[""ID""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8069","1.0","710","[""ID""]","1","""0/999""","","","[""Jeanine Grenberg""]","""0/999""","300","","999","""IR/Kant-Crit P Reason""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8070","1.0","710","[""ID""]","1","""0/999""","","","[""Dana Gross""]","""0/999""","300","","999","""IR/Esl Classroom""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8071","1.0","711","[""LATIN""]","25","""19/999""","","","[""Steve T. Reece""]","""0/999""","100","[""OM 031""]","30","""Beginning Latin I""","111","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8072","1.0","711","[""LATIN""]","28","""24/999""","","","[""Christopher M. Brunelle""]","""0/999""","100","[""OM 031""]","30","""Beginning Latin I""","111","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8073","1.0","713","[""LATIN""]","23","""5/999""","","","[""Anne Groton""]","""0/999""","200","[""OM 031""]","30","""Intermediate Latin""","231","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8074","1.0","713","[""LATIN""]","20","""6/999""","","","[""Anne Groton""]","""0/999""","200","[""OM 031""]","30","""Intermediate Latin""","231","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8075","1.0","716","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8076","1.0","717","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8077","1.0","721","[""LATIN""]","13","""1/999""","","","[""James May""]","""0/999""","300","[""OM 004"", ""OM 004""]","20","""Lucretius/Lat Poetry""","373","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8078","1.0","725","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8079","1.0","726","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8080","1.0","728","[""MATH""]","29","""30/999""","","","[""Peder Bolstad""]","""0/999""","100","[""SC 182""]","30","""Gateways/Mathematics""","117","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8081","1.0","731","[""MATH""]","35","""34/999""","","","[""Matthew Richey""]","""0/999""","100","[""SC 184""]","30","""Calculus I""","120","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8082","1.0","731","[""MATH""]","33","""30/999""","","","[""Matthew Richey""]","""0/999""","100","[""SC 374""]","30","""Calculus I""","120","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8083","1.0","731","[""MATH""]","29","""25/999""","","","[""Bruce Hanson""]","""0/999""","100","[""SC 374""]","30","""Calculus I""","120","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8084","1.0","731","[""MATH""]","35","""25/999""","","","[""Bruce Hanson""]","""0/999""","100","[""SC 130""]","30","""Calculus I""","120","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8085","1.0","731","[""MATH""]","17","""32/999""","","","[""Amelia J. Taylor""]","""0/999""","100","[""DC 305"", ""DC 305"", ""SC 186""]","40","""Calculus I""","120","false","""E""","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050"", ""M 1045-1140""]","""Research""","2004"
"8086","1.0","731","[""MATH""]","16","""10/999""","","","[""Amelia J. Taylor""]","""0/999""","100","[""DC 305"", ""DC 305"", ""SC 186""]","20","""Calculus I""","120","false","""F""","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050"", ""W 1045-1140""]","""Research""","2004"
"8087","1.0","731","[""MATH""]","35","""32/999""","","","[""Katherine D. Crowley""]","""0/999""","100","[""SC 188""]","30","""Calculus I""","120","false","""G""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8088","1.0","731","[""MATH""]","17","""11/999""","","","[""Amelia J. Taylor""]","""0/999""","100","[""DC 305"", ""DC 305"", ""SC 186""]","20","""Calculus I""","120","false","""H""","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050"", ""F 1045-1140""]","""Research""","2004"
"8089","1.0","733","[""MATH""]","25","""26/999""","","","[""Richard Allen""]","""0/999""","100","[""SC 184""]","30","""Calculus II""","126","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8090","1.0","733","[""MATH""]","21","""26/999""","","","[""Richard Allen""]","""0/999""","100","[""SC 130""]","30","""Calculus II""","126","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8091","1.0","733","[""MATH""]","29","""27/999""","","","[""Nicole R. Hoft""]","""0/999""","100","[""SC 184""]","30","""Calculus II""","126","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8092","1.0","734","[""MATH""]","11","""10/999""","","","[""Paul Humke""]","""0/999""","100","[""SC 186""]","30","""Honors Calculus II""","128","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8093","1.0","734","[""MATH""]","16","""18/999""","","","[""Katherine D. Crowley""]","""0/999""","100","[""SC 184""]","30","""Honors Calculus II""","128","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8094","1.0","734","[""MATH""]","19","""21/999""","","","[""Richard Allen""]","""0/999""","100","[""SC 184""]","30","""Honors Calculus II""","128","false","""C""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8095","1.0","734","[""MATH""]","31","""30/999""","","","[""Paul Humke""]","""0/999""","100","[""SC 186""]","30","""Honors Calculus II""","128","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8096","1.0","734","[""MATH""]","31","""32/999""","","","[""Judith Cederberg""]","""0/999""","100","[""SC 186""]","30","""Honors Calculus II""","128","false","""E""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8097","1.0","735","[""MATH""]","32","""0/999""","","","[""Kay E. Smith""]","""0/999""","200","[""SC 130""]","30","""Principles of Math""","210","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8098","1.0","736","[""MATH""]","19","""10/999""","","","[""Judith Cederberg""]","""0/999""","200","[""SC 186""]","30","""Elem Linear Algebra""","220","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8099","1.0","736","[""MATH""]","15","""9/999""","","","[""Theodore Vessey""]","""0/999""","200","[""SC 188""]","30","""Elem Linear Algebra""","220","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8100","1.0","736","[""MATH""]","21","""8/999""","","","[""Jill Dietz""]","""0/999""","200","[""SC 186""]","30","""Elem Linear Algebra""","220","false","""C""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8101","1.0","738","[""MATH""]","16","""1/999""","","","[""Paul Zorn""]","""0/999""","200","[""SC 184"", ""SC 184""]","30","""Multivariable Calc""","226","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8102","1.0","738","[""MATH""]","27","""0/999""","","","[""Paul Zorn""]","""0/999""","200","[""SC 186"", ""SC 186""]","30","""Multivariable Calc""","226","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8103","1.0","740","[""MATH""]","17","""0/999""","","","[""Katherine D. Crowley""]","""0/999""","200","[""SC 184"", ""SC 184""]","30","""Int Differ Equations""","230","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8104","1.0","745","[""MATH""]","26","""0/999""","","","[""Paul Humke""]","""0/999""","200","[""SC 188""]","25","""Elem Real Analysis""","244","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8105","1.0","745","[""MATH""]","13","""0/999""","","","[""Theodore Vessey""]","""0/999""","200","[""SC 188""]","25","""Elem Real Analysis""","244","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8106","1.0","747","[""MATH""]","11","""1/999""","","","[""Kay E. Smith""]","""0/999""","200","[""SC 110""]","25","""Abstract Algebra I""","252","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8107","1.0","747","[""MATH""]","22","""0/999""","","","[""Jill Dietz""]","""0/999""","200","[""SC 188""]","25","""Abstract Algebra I""","252","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8108","1.0","748","[""MATH""]","11","""0/999""","","","[""Theodore Vessey""]","""0/999""","200","[""SC 188""]","30","""Probability Theory""","262","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8109","1.0","748","[""MATH""]","5","""0/999""","","","[""Steven McKelvey""]","""0/999""","200","[""SC 184""]","30","""Probability Theory""","262","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8110","1.0","751","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8111","1.0","752","[""MATH""]","1","""0/999""","","","[""Paul Humke""]","""0/999""","200","","999","""IS/Probability Measur""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8112","1.0","752","[""MATH""]","1","""0/999""","","","[""Amelia J. Taylor""]","""0/999""","200","","999","""IS/Pedagogy Calc Labs""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8113","1.0","754","[""MATH""]","23","""0/999""","","","[""Bruce Hanson""]","""0/999""","300","[""SC 186"", ""SC 186""]","25","""Complex Analysis""","340","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8114","1.0","756","[""MATH""]","18","""0/999""","","","[""Jill Dietz""]","""0/999""","300","[""SC 184"", ""SC 184""]","25","""Topology""","348","false","","1","""0/999""","""0/999""","""O""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8115","1.0","766","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8116","1.0","767","[""MATH""]","0","""0/999""","","","[""Judy Kutulas""]","""0/999""","300","","999","""IR/Women in the Media""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8117","1.0","767","[""MATH""]","1","""0/999""","","","[""Amelia J. Taylor""]","""0/999""","300","","999","""IR/Comm Ring Theory""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8118","1.0","768","[""MGMT""]","28","""0/999""","","","[""Mary Ann Emery""]","""0/999""","200","[""HH 301""]","30","""Principles of Acct""","225","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8119","1.0","768","[""MGMT""]","33","""2/999""","","","[""Mary Ann Emery""]","""0/999""","200","[""HH 301""]","30","""Principles of Acct""","225","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8120","1.0","769","[""MGMT""]","22","""0/999""","","","[""Kathy C. Thomforde""]","""0/999""","200","[""HH 301"", ""HH 301""]","25","""Arts Management""","229","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8121","1.0","774","[""MGMT""]","25","""1/999""","","","[""Richard Goedde""]","""0/999""","200","[""HH 413""]","25","""Managerial/Cost Acct""","237","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8122","1.0","777","[""MGMT""]","20","""1/999""","","","[""Sian E. Muir""]","""0/999""","200","[""HH 403""]","25","""Marketing""","250","false","","1","""0/999""","""0/999""","""C""","20041","[""Th 0700-1000PM""]","""Research""","2004"
"8123","1.0","778","[""MGMT""]","24","""0/999""","","","[""Siriwan Chutikamoltham""]","""0/999""","200","[""HH 403"", ""HH 403""]","25","""Management""","251","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8124","1.0","778","[""MGMT""]","13","""2/999""","","","[""Siriwan Chutikamoltham""]","""0/999""","200","[""HH 403"", ""HH 403""]","25","""Management""","251","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8125","1.0","782","[""MGMT""]","14","""1/999""","","","[""Mary Ann Emery""]","""0/999""","200","[""OM 035"", ""OM 035""]","25","""Intermed Acct Theory""","259","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8126","1.0","783","[""MGMT""]","21","""0/999""","","","[""Siriwan Chutikamoltham""]","""0/999""","200","[""HH 302"", ""HH 302""]","25","""Corporate Finance""","281","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8127","1.0","784","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8128","1.0","784","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8129","1.0","784","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8130","1.0","785","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8131","1.0","785","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8132","1.0","788","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8133","1.0","789","[""MGMT""]","1","""0/999""","","","[""Siriwan Chutikamoltham""]","""0/999""","300","","999","""IR/Real Estate Econ""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8134","1.0","789","[""MGMT""]","1","""0/999""","","","[""Mary Ann Emery""]","""0/999""","300","","999","""IR/Intermed Acct II""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8135","1.0","789","[""MGMT""]","1","""0/999""","","","[""Richard Goedde""]","""0/999""","300","","999","""IR/Investments""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8136","1.0","789","[""MGMT""]","1","""0/999""","","","[""Richard Goedde""]","""0/999""","300","","999","""IR/Investment System""","398","false","""C""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8137","1.0","792","[""MEDIA""]","28","""6/999""","","","[""William Sonnega""]","""0/999""","100","[""TB 216"", ""TB 216""]","27","""Mass Media""","160","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8138","1.0","795","[""MEDIA""]","2","""0/999""","","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8139","1.0","795","[""MEDIA""]","0","""0/999""","","","[""Terry J. Fitzgerald""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8140","1.0","796","[""MEDIA""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8141","1.0","798","[""MEDIA""]","1","""0/999""","","","[""Judy Kutulas""]","""0/999""","300","","999","""IR/Women in the Media""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8142","0.25","799","[""MUSIC""]","17","""1/999""","","","[""Martin Hodel""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8143","0.25","799","[""MUSIC""]","21","""4/999""","","","[""Justin W. Merritt""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8144","0.25","799","[""MUSIC""]","17","""1/999""","","","[""Steven Amundson""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8145","0.25","799","[""MUSIC""]","17","""7/999""","","","[""Margaret A. Rowland""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8146","0.25","799","[""MUSIC""]","13","""-3/999""","","","[""Margaret A. Rowland""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""E""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8147","0.75","801","[""MUSIC""]","17","""1/999""","","","[""Martin Hodel""]","""0/999""","100","[""CHM 224"", ""CHM 224""]","18","""Theory I""","113","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8148","0.75","801","[""MUSIC""]","20","""4/999""","","","[""Justin W. Merritt""]","""0/999""","100","[""CHM 224"", ""CHM 224""]","18","""Theory I""","113","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8149","0.75","801","[""MUSIC""]","14","""1/999""","","","[""Steven Amundson""]","""0/999""","100","[""CHM 224"", ""CHM 224""]","18","""Theory I""","113","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8150","0.75","801","[""MUSIC""]","15","""3/999""","","","[""Charles Forsberg""]","""0/999""","100","[""CHM 232"", ""CHM 232""]","18","""Theory I""","113","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8151","0.75","801","[""MUSIC""]","17","""0/999""","","","[""Margaret A. Rowland""]","""0/999""","100","[""CHM 224"", ""CHM 224""]","18","""Theory I""","113","false","""E""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8152","0.25","807","[""MUSIC""]","11","""10/999""","","","[""Theo Wee""]","""0/999""","100","[""CHM 222""]","12","""Piano Class I""","161","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""TTh 0825-0920""]","""Research""","2004"
"8153","0.25","807","[""MUSIC""]","8","""6/999""","","","[""Theo Wee""]","""0/999""","100","[""CHM 222"", ""CHM 222""]","12","""Piano Class I""","161","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""T 1150-1245PM"", ""Th 1245-0140PM""]","""Research""","2004"
"8154","0.25","807","[""MUSIC""]","5","""7/999""","","","[""Theo Wee""]","""0/999""","100","[""CHM 222"", ""CHM 222""]","12","""Piano Class I""","161","false","""C""","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0215PM"", ""Th 0215-0310PM""]","""Research""","2004"
"8155","0.25","810","[""MUSIC""]","10","""7/999""","","","[""Sigrid Johnson""]","""0/999""","100","[""CHM 140""]","12","""Voice Class""","164","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MW 0905-1000""]","""Research""","2004"
"8156","0.25","810","[""MUSIC""]","7","""6/999""","","","[""Sigrid Johnson""]","""0/999""","100","[""CHM 140""]","12","""Voice Class""","164","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MW 1045-1140""]","""Research""","2004"
"8157","0.25","810","[""MUSIC""]","12","""6/999""","","","[""Sigrid Johnson""]","""0/999""","100","[""CHM 233""]","12","""Voice Class""","164","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MW 1255-0150PM""]","""Research""","2004"
"8158","0.25","813","[""MUSIC""]","17","""0/999""","","","[""David Carter""]","""0/999""","100","[""CHM 140""]","15","""String Class""","168","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8159","0.25","814","[""MUSIC""]","21","""0/999""","","","[""Scott Kallestad""]","""0/999""","100","[""CHM 138""]","18","""Woodwind Class""","169","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8160","0.25","815","[""MUSIC""]","18","""0/999""","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 232""]","23","""Ear/Keyboard III""","211","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8161","0.25","815","[""MUSIC""]","22","""0/999""","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 232""]","23","""Ear/Keyboard III""","211","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8162","0.25","815","[""MUSIC""]","21","""0/999""","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 232""]","23","""Ear/Keyboard III""","211","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8163","0.75","817","[""MUSIC""]","27","""0/999""","","","[""Charles Forsberg""]","""0/999""","200","[""CHM 239"", ""CHM 239""]","32","""Theory III""","213","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8164","0.75","817","[""MUSIC""]","34","""0/999""","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 239"", ""CHM 239""]","32","""Theory III""","213","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8165","0.25","819","[""MUSIC""]","12","""0/999""","","""1""","[""Justin W. Merritt""]","""0/999""","200","[""CHM 232""]","15","""Instrumentation""","220","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8166","0.5","820","[""MUSIC""]","17","""0/999""","","","[""Justin W. Merritt""]","""0/999""","200","[""CHM 232""]","18","""Instrumentation""","221","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8167","1.0","822","[""MUSIC""]","10","""0/999""","","","[""Mary Childs""]","""0/999""","200","[""CHM 232""]","16","""Composition I""","223","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8168","1.0","829","[""MUSIC""]","60","""0/999""","","","[""David Hagedorn""]","""0/999""","200","[""CHM 233""]","60","""World Music""","237","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8169","1.0","831","[""MUSIC""]","35","""2/999""","","","[""Gerald Hoekstra""]","""0/999""","200","[""CHM 239""]","32","""Hist & Lit Music I""","241","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8170","1.0","831","[""MUSIC""]","33","""2/999""","","","[""Gerald Hoekstra""]","""0/999""","200","[""CHM 239""]","32","""Hist & Lit Music I""","241","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8171","0.5","834","[""MUSIC""]","24","""0/999""","","","[""Robert V. Scholz""]","""0/999""","200","[""CHM 140"", ""CHM 140""]","25","""Choral Conducting""","252","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8172","0.25","836","[""MUSIC""]","5","""0/999""","","","[""Nancy Paddleford""]","""0/999""","200","[""CHM 222"", ""CHM 222""]","12","""Kybd Proficiency Skil""","261","false","","1","""0/999""","""0/999""","""O""","20041","[""T 1005-1100"", ""Th 0955-1050""]","""Research""","2004"
"8173","0.25","837","[""MUSIC""]","12","""0/999""","","","[""Anne D. Schnauber""]","""0/999""","200","[""CHM 224""]","15","""Lyric Diction I""","263","false","","1","""0/999""","""0/999""","""C""","20041","[""MF 1150-1245PM""]","""Research""","2004"
"8174","0.5","839","[""MUSIC""]","14","""0/999""","","","[""Janis Hardy""]","""0/999""","200","[""CHM_URNESS"", ""CHM_URNESS""]","18","""Adv Act Lyric Stage""","267","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8175","0.25","841","[""MUSIC""]","3","""0/999""","","","[""Wallace R. Shows Jr."", ""Charles Gray""]","""0/999""","200","[""CHM 138""]","18","""Instr Chamber Music""","275","false","","1","""0/999""","""0/999""","""O""","20041","[""TTh 0800-0855""]","""Research""","2004"
