"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"9919","1.0","1276","[""RUSSN""]","1","""0/999""","","[""Marc Robinson""]","""0/999""","200","","999","""IS/Metaph,Faith,Film""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9920","1.0","1278","[""RUSSN""]","4","""0/999""","","[""Irina Walter""]","""0/999""","300","[""OM 003""]","10","""The Russian Press""","372","false","","3","""5/999""","""0/999""","""O""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9921","1.0","1289","[""SOAN""]","26","""11/11""","","[""Raymond DeVries""]","""3/5""","100","[""OM 026"", ""OM 026""]","25","""Intro to Sociology""","121","false","""A""","3","""1/0""","""9/9""","""C""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9922","1.0","1289","[""SOAN""]","23","""6/6""","","[""Stephen E. Philion""]","""4/5""","100","[""OM 035"", ""OM 035""]","25","""Intro to Sociology""","121","false","""B""","3","""0/0""","""9/9""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9923","1.0","1294","[""SOAN""]","27","""8/8""","","[""Thomas A. Williamson""]","""2/0""","100","[""OM 035""]","25","""Int/Cult Anthropology""","128","false","""A""","3","""1/0""","""8/7""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9924","1.0","1294","[""SOAN""]","24","""8/7""","","[""Thomas A. Williamson""]","""3/0""","100","[""OM 035""]","25","""Int/Cult Anthropology""","128","false","""B""","3","""0/0""","""12/9""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9925","1.0","1299","[""SOAN""]","28","""7/999""","","[""Grant P. Arndt""]","""3/999""","200","[""OM 035""]","25","""Native N Amer Culture""","234","false","","3","""6/999""","""6/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9926","1.0","1301","[""SOAN""]","13","""2/999""","","[""Samiha Peterson""]","""11/999""","200","[""HH 403"", ""HH 403""]","25","""The Arab World""","236","false","""A""","3","""5/999""","""7/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9927","1.0","1301","[""SOAN""]","20","""8/999""","","[""Samiha Peterson""]","""2/999""","200","[""HH 403"", ""HH 403""]","25","""The Arab World""","236","false","""B""","3","""5/999""","""2/999""","""O""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9928","1.0","1303","[""SOAN""]","28","""0/999""","","[""Thomas A. Williamson""]","""1/999""","200","[""SH 02""]","25","""Modern Southeast Asia""","239","false","","3","""13/999""","""11/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9929","1.0","1306","[""SOAN""]","31","""0/999""","","[""Bruce Nordstrom-Loeb""]","""10/999""","200","[""OM 031""]","25","""Race/Class-Am Culture""","244","false","""A""","3","""9/999""","""4/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9930","1.0","1306","[""SOAN""]","27","""0/999""","","[""Grant P. Arndt""]","""10/999""","200","[""RML 577""]","25","""Race/Class-Am Culture""","244","false","""B""","3","""7/999""","""3/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9931","1.0","1309","[""SOAN""]","11","""11/999""","","[""Carolyn Anderson""]","""2/999""","200","[""OM 011""]","25","""Indigenous Peoples""","249","false","""A""","3","""4/999""","""4/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9932","1.0","1309","[""SOAN""]","20","""7/999""","","[""Carolyn Anderson""]","""5/999""","200","[""HH 403""]","25","""Indigenous Peoples""","249","false","""B""","3","""5/999""","""8/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9933","1.0","1311","[""SOAN""]","34","""0/999""","","[""Bruce Nordstrom-Loeb""]","""12/999""","200","[""OM 031""]","25","""Gender/X-Cult/Perspec""","261","false","","3","""10/999""","""3/999""","""C""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9934","1.0","1312","[""SOAN""]","25","""4/999""","","[""Christopher L. Chiappari""]","""6/999""","200","[""OM 031"", ""OM 031""]","25","""Rel, Culture, Society""","265","false","","3","""7/999""","""8/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9935","1.0","1313","[""SOAN""]","23","""0/999""","","[""Samiha Peterson""]","""8/999""","200","[""HH 515"", ""HH 515""]","25","""Sociological Theory""","291","false","","3","""2/999""","""13/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9936","1.0","1315","[""SOAN""]","1","""0/999""","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9937","1.0","1316","[""SOAN""]","1","""0/999""","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""IS/French Lifestyle""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9938","1.0","1316","[""SOAN""]","1","""0/999""","","[""Carolyn Anderson""]","""0/999""","200","","999","""IS/Grandma's Memoir""","298","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9939","1.0","1318","[""SOAN""]","22","""0/999""","","[""Christopher L. Chiappari""]","""13/999""","300","[""RML 421"", ""RML 421""]","25","""Ethnograph Rsch Meth""","373","false","","3","""7/999""","""4/999""","""O""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9940","1.0","1320","[""SOAN""]","1","""0/999""","","[""Carolyn Anderson""]","""0/999""","300","","999","""IR/Ethnography Theory""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9941","1.0","1321","[""SOAN""]","17","""0/999""","","[""Raymond DeVries""]","""1/999""","300","[""DC 204"", ""DC 204""]","25","""Senior Seminar""","399","false","","3","""16/999""","""0/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9942","1.0","1325","[""SPAN""]","25","""22/999""","","[""Patricia S. Stoppa""]","""1/999""","100","[""OM 020""]","25","""Beginning Spanish II""","112","false","""A""","3","""2/999""","""2/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9943","1.0","1325","[""SPAN""]","24","""14/999""","","[""Patricia S. Stoppa""]","""3/999""","100","[""OM 020""]","25","""Beginning Spanish II""","112","false","""B""","3","""2/999""","""7/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9944","1.0","1326","[""SPAN""]","27","""24/999""","","[""Gwendolyn Barnes-Karol""]","""1/999""","200","[""OM 026""]","22","""Intermed Spanish I""","231","false","""B""","3","""1/999""","""2/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9945","1.0","1326","[""SPAN""]","25","""21/999""","","[""Juliet A. Lynd""]","""1/999""","200","[""OM 021""]","22","""Intermed Spanish I""","231","false","""C""","3","""0/999""","""4/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9946","1.0","1326","[""SPAN""]","19","""23/999""","","[""Joan Odd""]","""0/999""","200","[""OM 030""]","22","""Intermed Spanish I""","231","false","""D""","3","""0/999""","""1/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9947","1.0","1327","[""SPAN""]","22","""22/999""","","[""Kris A. Cropsey""]","""0/999""","200","[""OM 021""]","22","""Intermed Spanish II""","232","false","""A""","3","""1/999""","""0/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9948","1.0","1327","[""SPAN""]","23","""18/999""","","[""Ariel Strichartz""]","""1/999""","200","[""OM 021""]","22","""Intermed Spanish II""","232","false","""B""","3","""0/999""","""4/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9949","1.0","1327","[""SPAN""]","23","""0/999""","","[""Kris A. Cropsey""]","""6/999""","200","[""OM 020""]","22","""Intermed Spanish II""","232","false","""C""","3","""1/999""","""15/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9950","1.0","1327","[""SPAN""]","16","""16/999""","","[""Leon Narvaez""]","""0/999""","200","[""OM 021"", ""OM 021""]","22","""Intermed Spanish II""","232","false","""D""","3","""0/999""","""0/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9951","1.0","1327","[""SPAN""]","21","""20/999""","","[""Sylvia Carullo""]","""1/999""","200","[""OM 020"", ""OM 020""]","22","""Intermed Spanish II""","232","false","""E""","3","""0/999""","""1/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9952","1.0","1327","[""SPAN""]","14","""15/999""","","[""Joan Odd""]","""1/999""","200","[""OM 021"", ""OM 021""]","22","""Intermed Spanish II""","232","false","""F""","3","""0/999""","""0/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9953","1.0","1327","[""SPAN""]","16","""14/999""","","[""Joan Odd""]","""0/999""","200","[""OM 021"", ""OM 021""]","22","""Intermed Spanish II""","232","false","""G""","3","""0/999""","""0/999""","""O""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9954","1.0","1327","[""SPAN""]","20","""20/999""","","[""Patricia S. Stoppa""]","""1/999""","200","[""OM 021""]","22","""Intermed Spanish II""","232","false","""H""","3","""0/999""","""2/999""","""C""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9955","1.0","1331","[""SPAN""]","19","""14/999""","","[""Leon Narvaez""]","""1/999""","200","[""OM 021"", ""OM 021""]","25","""Cult & Civ of Spain""","251","false","""A""","3","""1/999""","""6/999""","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9956","1.0","1331","[""SPAN""]","14","""12/999""","","[""Leon Narvaez""]","""0/999""","200","[""OM 020"", ""OM 020""]","25","""Cult & Civ of Spain""","251","false","""B""","3","""0/999""","""2/999""","""O""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9957","1.0","1332","[""SPAN""]","11","""5/999""","","[""Juliet A. Lynd""]","""1/999""","200","[""OM 020""]","17","""Cult & Civ of Lat Am""","254","false","""A""","3","""2/999""","""4/999""","""O""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9958","1.0","1332","[""SPAN""]","16","""4/999""","","[""Juliet A. Lynd""]","""2/999""","200","[""OM 020""]","17","""Cult & Civ of Lat Am""","254","false","""B""","3","""0/999""","""11/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9959","1.0","1333","[""SPAN""]","18","""0/999""","","[""Kris A. Cropsey""]","""5/999""","200","[""OM 021""]","20","""Hispanic Linguistics""","261","false","","3","""0/999""","""13/999""","""O""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9960","1.0","1341","[""SPAN""]","1","""0/999""","","[""Ariel Strichartz""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9961","1.0","1342","[""SPAN""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9962","1.0","1350","[""SPAN""]","23","""0/999""","","[""Joseph McClanahan""]","""12/999""","300","[""OM 021""]","18","""Spanish Poetry""","375","false","","3","""6/999""","""6/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9963","1.0","1354","[""SPAN""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9964","1.0","1355","[""SPAN""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9965","1.0","1356","[""SPAN""]","17","""0/999""","","[""Sylvia Carullo""]","""8/999""","300","[""OM 020"", ""OM 020""]","18","""Seminar in Literature""","399","false","","3","""4/999""","""3/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9966","1.0","1363","[""SWRK""]","23","""0/0""","","[""Sarah M. Ferguson""]","""8/15""","200","[""HH 317""]","30","""Social Policy""","258","false","","3","""10/10""","""4/12""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9967","1.0","1364","[""SWRK""]","7","""0/999""","","[""Naurine Lennox""]","""6/999""","200","[""HH 516"", ""HH 516""]","20","""Social Work Methds II""","261","false","","3","""0/999""","""1/999""","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9968","1.0","1365","[""SWRK""]","13","""0/999""","","[""Sarah M. Ferguson""]","""10/999""","200","[""SC 110"", ""SC 110""]","20","""Eval/Sw Practice/Prog""","274","false","","3","""1/999""","""1/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9969","1.0","1371","[""SWRK""]","12","""0/999""","","[""Mary Carlsen""]","""0/999""","300","[""HH 302"", ""HH 302""]","20","""Social Worker as Prof""","381","false","","3","""12/999""","""0/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9970","1.0","1375","[""THEAT""]","57","""33/999""","","[""Gary C. Gisselman""]","""3/999""","100","[""TB Kelsey""]","50","""Intro to Theater""","110","false","","3","""6/999""","""8/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9971","1.0","1376","[""THEAT""]","19","""0/999""","","[""Dona W. Freeman""]","""0/999""","100","[""TB Haugen"", ""TB Haugen""]","18","""Acting for Non-Majors""","115","false","","3","""18/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9972","1.0","1377","[""THEAT""]","25","""0/999""","","[""Barbara J. Evans""]","""0/999""","100","[""TB 216""]","20","""Public Speaking""","120","false","","3","""16/999""","""0/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9973","1.0","1378","[""THEAT""]","19","""0/999""","","[""Dona W. Freeman""]","""2/999""","100","[""TB Haugen"", ""TB Haugen""]","18","""Intro to Acting""","130","false","","3","""8/999""","""0/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9974","1.0","1379","[""THEAT""]","14","""0/999""","","[""James McKeel"", ""Dona W. Freeman""]","""0/999""","100","[""CHM_URNESS"", ""CHM_URNESS""]","18","""Acting--Lyric Stage""","131","false","","3","""6/999""","""4/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9975","1.0","1382","[""THEAT""]","33","""1/999""","","[""Karen Wilson""]","""11/999""","200","[""TB 227""]","25","""Voice & Phonetics""","200","false","","3","""5/999""","""7/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9976","0.25","1386","[""THEAT""]","12","""0/999""","","[""Gary C. Gisselman""]","""0/999""","200","","20","""Thtr Prac: Act/Direct""","233","true","","3","""0/999""","""0/999""","""C""","20043","","","""Research""","2004"
"9977","0.25","1390","[""THEAT""]","19","""0/999""","","[""Karen Wilson""]","""0/999""","200","","20","""Th Prac: Scenery/Prop""","253","true","","3","""1/999""","""2/999""","""C""","20043","","","""Research""","2004"
"9978","1.0","1392","[""THEAT""]","24","""0/999""","","[""Jeanne I. Willcoxon""]","""16/999""","200","[""TB 227"", ""TB 227""]","25","""Hist/Theat-Since 1700""","271","false","","3","""1/999""","""8/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9979","1.0","1394","[""THEAT""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9980","1.0","1395","[""THEAT""]","1","""0/999""","","[""Gary C. Gisselman""]","""0/999""","200","","999","""IS/Working in Theater""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9981","1.0","1395","[""THEAT""]","0","""0/999""","","[""Karen Wilson""]","""0/999""","200","","999","""IS/Advanced Acting""","298","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9982","1.0","1395","[""THEAT""]","1","""0/999""","","[""Karen Wilson""]","""0/999""","200","","999","""IS/Topic Theater Hist""","298","false","""B""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9983","1.0","1396","[""THEAT""]","14","""0/999""","","[""Gary C. Gisselman""]","""11/999""","300","[""TB Haugen""]","12","""Adv Stage Direction""","338","false","","3","""1/999""","""0/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9984","1.0","1397","[""THEAT""]","14","""0/999""","","[""Brian Bjorklund""]","""5/999""","300","[""SPT_GREEN_RM"", ""SPT_GREEN_RM""]","14","""Design for Theatre""","352","false","","3","""8/999""","""1/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9985","1.0","1398","[""THEAT""]","16","""0/999""","","[""Gwendolyn Schwinke""]","""8/999""","300","[""FH 40"", ""FH 40""]","16","""Top: Phys Life/Stage""","379","false","","3","""9/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Topic""","2004"
"9986","1.0","1399","[""THEAT""]","26","""0/999""","","[""Karen Wilson""]","""13/999""","300","[""TB 216""]","25","""Top: Theatre in Societ""","380","false","","3","""5/999""","""5/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Topic""","2004"
"9987","1.0","1400","[""THEAT""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
